ID,Label,AssetCode,Type,Brand,Model,Serial,Location,Cost,WarrantyEnd,Status,Loanable,LoanedTo,Remark,Comment,OpenFaults,Repairs
cmp66oaae00862jo25vl2xvit,Cart 1-8,0054-000367,Owned iPAD,APPLE,MK2K3ZP/A,H2F33G,Cart E3-04,449,20/6/2025,Operational,Yes,,,,0,0
cmp66oaae00872jo2sc5in5nc,Cart 1-9,0054-000368,Owned iPAD,APPLE,MK2K3ZP/A,H2F33G,Cart E3-04,449,20/6/2025,Operational,Yes,,,,0,0
cmp66oaae00902jo2u4a3j48c,Cart 2-1,0054-000419,Owned iPAD,APPLE,MK2K3ZP/A,H2F33G,Cart E2-01,449,16/1/2025,Operational,Yes,,,,0,0
cmp66oaae00992jo2b0slytls,Cart 2-10,0054-000433,Owned iPAD,APPLE,MK2K3ZP/A,H2F33G,Cart E2-01,449,16/1/2025,Operational,Yes,,,,0,0
cmp66oaae009a2jo2hj3jptey,Cart 2-11,0054-000422,Owned iPAD,APPLE,MK2K3ZP/A,H2F33G,Cart E2-01,449,16/1/2025,Operational,Yes,,,,0,0
cmp66oaae009b2jo252y7igyb,Cart 2-12,0054-000405,Owned iPAD,APPLE,MK2K3ZP/A,H2F33G,Cart E2-01,449,16/1/2025,Operational,Yes,,,,0,0
cmp66oaae009c2jo24vjctzet,Cart 2-13,0054-000399,Owned iPAD,APPLE,MK2K3ZP/A,H2F33G,Cart E2-01,449,16/1/2025,Operational,Yes,,,,0,0
cmp66oaae009d2jo2h22f2rqy,Cart 2-14,0054-000396,Owned iPAD,APPLE,MK2K3ZP/A,H2F33G,Cart E2-01,449,16/1/2025,Operational,No,,,,0,0
cmp66oaae009e2jo2828hmwom,Cart 2-15,0054-000401,Owned iPAD,APPLE,MK2K3ZP/A,H2F33G,Cart E2-01,449,16/1/2025,Operational,Yes,,,,0,0
cmp66oaae009f2jo2yc3j53uq,Cart 2-16,0054-000397,Owned iPAD,APPLE,MK2K3ZP/A,H2F33G,Cart E2-01,449,16/1/2025,Operational,Yes,,,,0,0
cmp66oaae009g2jo27rnrv0n5,Cart 2-17,0054-000435,Owned iPAD,APPLE,MK2K3ZP/A,H2F33G,Cart E2-01,449,16/1/2025,Operational,Yes,,,,0,0
cmp66oaae009h2jo2z2k69wl3,Cart 2-18,0054-000426,Owned iPAD,APPLE,MK2K3ZP/A,H2F33G,Cart E2-01,449,16/1/2025,Operational,Yes,,,,0,0
cmp66oaae009i2jo22cnkxgm3,Cart 2-19,0054-000398,Owned iPAD,APPLE,MK2K3ZP/A,H2F33G,Cart E2-01,449,16/1/2025,Operational,Yes,,,,0,0
cmp66oaae00912jo25kth5roc,Cart 2-2,0054-000415,Owned iPAD,APPLE,MK2K3ZP/A,H2F33G,Cart E2-01,449,16/1/2025,Operational,Yes,,,,0,0
cmp66oaae009j2jo2wqm8ttx4,Cart 2-20,0054-000425,Owned iPAD,APPLE,MK2K3ZP/A,H2F33G,Cart E2-01,449,16/1/2025,Operational,Yes,,,,0,0
cmp66oaae009k2jo2ctkul9n3,Cart 2-21,0054-000414,Owned iPAD,APPLE,MK2K3ZP/A,H2F33G,Cart E2-01,449,16/1/2025,Operational,No,,,,0,0
cmp66oaae009l2jo2htrj7el3,Cart 2-22,0054-000429,Owned iPAD,APPLE,MK2K3ZP/A,H2F33G,Cart E2-01,449,16/1/2025,Operational,Yes,,,,0,0
cmp66oaae009m2jo23ngmgu66,Cart 2-23,0054-000421,Owned iPAD,APPLE,MK2K3ZP/A,H2F33G,Cart E2-01,449,16/1/2025,Operational,Yes,,,,0,0
cmp66oaae009n2jo2s1w3itpl,Cart 2-24,0054-000420,Owned iPAD,APPLE,MK2K3ZP/A,H2F33G,Cart E2-01,449,16/1/2025,Operational,Yes,,,,0,0
cmp66oaae009o2jo2g9owu53o,Cart 2-25,0054-000434,Owned iPAD,APPLE,MK2K3ZP/A,H2F33G,Cart E2-01,449,16/1/2025,Operational,Yes,,,,0,0
cmp66oaae009p2jo2o7fidh9z,Cart 2-26,0054-000418,Owned iPAD,APPLE,MK2K3ZP/A,H2F33G,Cart E2-01,449,16/1/2025,Operational,Yes,,,,0,0
cmp66oaae009q2jo2ibpv2jvr,Cart 2-27,0054-000402,Owned iPAD,APPLE,MK2K3ZP/A,H2F33G,Cart E2-01,449,16/1/2025,Operational,Yes,,,,0,0
cmp66oaae009r2jo2t9ay8ihh,Cart 2-28,0054-000410,Owned iPAD,APPLE,MK2K3ZP/A,H2F33G,Cart E2-01,449,16/1/2025,Operational,Yes,,,,0,0
cmp66oaae009s2jo2sxshhtu4,Cart 2-29,0054-000406,Owned iPAD,APPLE,MK2K3ZP/A,H2F33G,Cart E2-01,449,16/1/2025,Operational,Yes,,,,0,0
cmp66oaae00922jo29r6lk3ho,Cart 2-3,0054-000432,Owned iPAD,APPLE,MK2K3ZP/A,H2F33G,Cart E2-01,449,16/1/2025,Operational,Yes,,,,0,0
cmp66oaae009t2jo2c5inj8zt,Cart 2-30,0054-000413,Owned iPAD,APPLE,MK2K3ZP/A,H2F33G,Cart E2-01,449,16/1/2025,Operational,Yes,,,,0,0
cmp66oaae009u2jo2nor5j09d,Cart 2-31,0054-000430,Owned iPAD,APPLE,MK2K3ZP/A,H2F33G,Cart E2-01,449,16/1/2025,Operational,Yes,,,,0,0
cmp66oaae009v2jo2053condj,Cart 2-32,0054-000427,Owned iPAD,APPLE,MK2K3ZP/A,H2F33G,Cart E2-01,449,16/1/2025,Operational,Yes,,,,0,0
cmp66oaae009w2jo2d3pr56rq,Cart 2-33,0054-000409,Owned iPAD,APPLE,MK2K3ZP/A,H2F33G,Cart E2-01,449,16/1/2025,Operational,Yes,,,,0,0
cmp66oaae009x2jo2kqim0g69,Cart 2-34,0054-000428,Owned iPAD,APPLE,MK2K3ZP/A,H2F33G,Cart E2-01,449,16/1/2025,Operational,Yes,,,,0,0
cmp66oaae009y2jo27jnmgega,Cart 2-35,0054-000412,Owned iPAD,APPLE,MK2K3ZP/A,H2F33G,Cart E2-01,449,16/1/2025,Operational,Yes,,,,0,0
cmp66oaae009z2jo2ehny8an2,Cart 2-36,0054-000411,Owned iPAD,APPLE,MK2K3ZP/A,H2F33G,Cart E2-01,449,16/1/2025,Operational,Yes,,,,0,0
cmpp3bz1b000q2jpnhon00klm,Cart 2-37,0054-000400,Owned iPAD,Apple,MK2K3ZP/A,H2F33G,Cart E2-01,449,16/1/2025,Operational,Yes,,,,0,0
cmp66oaae00a02jo2wvolxmb3,Cart 2-38,0054-000423,Owned iPAD,APPLE,MK2K3ZP/A,H2F33G,Cart E2-01,449,16/1/2025,Operational,Yes,,,,0,0
cmp66oaae00a12jo20bty50mr,Cart 2-39,0054-000416,Owned iPAD,APPLE,MK2K3ZP/A,H2F33G,Cart E2-01,449,16/1/2025,Operational,Yes,,,,0,0
cmp66oaae00932jo2gx022fot,Cart 2-4,0054-000407,Owned iPAD,APPLE,MK2K3ZP/A,H2F33G,Cart E2-01,449,16/1/2025,Operational,Yes,,,,0,0
cmp66oaae00a32jo239b4x9zj,Cart 2-40,0054-000424,Owned iPAD,APPLE,MK2K3ZP/A,H2F33G,Cart E2-01,449,16/1/2025,Operational,Yes,,,,0,0
cmp66oaae00942jo2iij949kl,Cart 2-5,0054-000403,Owned iPAD,APPLE,MK2K3ZP/A,H2F33G,Cart E2-01,449,16/1/2025,Operational,Yes,,,,0,0
cmp66oaae00952jo2lw4rjckq,Cart 2-6,0054-000417,Owned iPAD,APPLE,MK2K3ZP/A,H2F33G,Cart E2-01,449,16/1/2025,Operational,Yes,,,,0,0
cmp66oaae00962jo2pv0vz0ul,Cart 2-7,0054-000404,Owned iPAD,APPLE,MK2K3ZP/A,H2F33G,Cart E2-01,449,16/1/2025,Operational,Yes,,,,0,0
cmp66oaae00972jo22d3jmf0o,Cart 2-8,0054-000408,Owned iPAD,APPLE,MK2K3ZP/A,H2F33G,Cart E2-01,449,16/1/2025,Operational,Yes,,,,0,0
cmp66oaae00982jo269oab137,Cart 2-9,0054-000431,Owned iPAD,APPLE,MK2K3ZP/A,H2F33G,Cart E2-01,449,16/1/2025,Operational,Yes,,,,0,0
cmp66oaaf00b92jo2e6u3hftv,Ipad 4-1,L12346878,iPAD,APPLE,,Y3R6G,F4-03,0,,Operational,No,,Leasing,,0,0
cmp66oaaf00bi2jo2un1azh3x,Ipad 4-2,L13454358,iPAD,APPLE,,CXM5F,F4-03,0,,Operational,No,,Leasing,,0,0
cmp66oaaf00bj2jo2wfolx6sd,Ipad 4-3,L132345243,iPAD,APPLE,,QGVM,F4-03,0,,Operational,No,,Leasing,,0,0
cmp66oaaf00bk2jo2bz57piir,Ipad 4-4,L1576868,iPAD,APPLE,,WWKH,F4-03,0,,Operational,No,,Leasing,,0,0
cmp66oaaf00bl2jo2sh88p7ge,Ipad 4-5,L12645786,iPAD,APPLE,,L3R4G,F4-03,0,,Operational,No,,Leasing,,0,0
cmp66oaaf00bm2jo2azbjw10q,Ipad 4-6,L1534543,iPAD,APPLE,,NR607V,F4-03,0,,Operational,No,,Leasing,,0,0
cmp66oaaf00bn2jo2m8yypmz7,Ipad 4-7,L12346878,iPAD,APPLE,,Q546H,F4-03,0,,Operational,No,,Leasing,,0,0
cmp66oaaf00bo2jo2yvi6ap83,Ipad 4-8,L13454358,iPAD,APPLE,,Y3R6G,F4-03,0,,Operational,No,,Leasing,,0,0
cmp66oaaf00bp2jo27nnibhjv,Ipad 4-9,L132345243,iPAD,APPLE,,CXM5F,F4-03,0,,Operational,No,,Leasing,,0,0
cmp66oaaf00bq2jo2ok9hu7dn,Ipad 4-10,L1576868,iPAD,APPLE,,QGVM,F4-03,0,,Operational,No,,Leasing,,0,0
cmp66oaaf00br2jo22wgu6mzc,Ipad 4-11,L12645786,iPAD,APPLE,,WWKH,F4-03,0,,Operational,No,,Leasing,,0,0
cmp66oaaf00ba2jo2cwct5r3s,Ipad 4-12,L1534543,iPAD,APPLE,,L3R4G,F4-03,0,,Operational,No,,Leasing,,0,0
cmp66oaaf00bs2jo2i2ujj1iw,Ipad 4-13,L12346878,iPAD,APPLE,,NR607V,F4-03,0,,Operational,No,,Leasing,,0,0
cmp66oaaf00bt2jo274wymu24,Ipad 4-14,L132345243,iPAD,APPLE,,Q546H,F4-03,0,,Operational,No,,Leasing,,0,0
cmp66oaaf00bu2jo2b1g3m4an,Ipad 4-15,L1576868,iPAD,APPLE,,Y3R6G,F4-03,0,,Operational,No,,Leasing,,0,0
cmp66oaaf00bv2jo20r2kt62v,Ipad 4-16,L12645786,iPAD,APPLE,,CXM5F,F4-03,0,,Operational,No,,Leasing,,0,0
cmp66oaaf00bw2jo2u241gjlm,Ipad 4-17,L1534543,iPAD,APPLE,,QGVM,F4-03,0,,Operational,No,,Leasing,,0,0
cmp66oaaf00bx2jo212snocu6,Ipad 4-18,L12346878,iPAD,APPLE,,WWKH,F4-03,0,,Operational,No,,Leasing,,0,0
cmp66oaaf00by2jo2zn2nbjr0,Ipad 4-19,L13454358,iPAD,APPLE,,L3R4G,F4-03,0,,Operational,No,,Leasing,,0,0
cmp66oaaf00bz2jo2c2gtr674,Ipad 4-20,L132345243,iPAD,APPLE,,NR607V,F4-03,0,,Operational,No,,Leasing,,0,0
cmp66oaaf00c02jo2708jab3b,Ipad 4-21,L1576868,iPAD,APPLE,,Q546H,F4-03,0,,Operational,No,,Leasing,,0,0
cmp66oaaf00c12jo2usdacvmz,Ipad 4-22,L12645786,iPAD,APPLE,,Y3R6G,F4-03,0,,Operational,No,,Leasing,,0,0
cmp66oaaf00bb2jo2hguea8po,Ipad 4-23,L1534543,iPAD,APPLE,,CXM5F,F4-03,0,,Operational,No,,Leasing,,0,0
cmp66oaaf00c22jo2431sti05,Ipad 4-24,L12346878,iPAD,APPLE,,QGVM,F4-03,0,,Operational,No,,Leasing,,0,0
cmp66oaaf00c32jo2bgto81gt,Ipad 4-25,L132345243,iPAD,APPLE,,WWKH,F4-03,0,,Operational,No,,Leasing,,0,0
cmp66oaaf00c42jo2w8b0ie3f,Ipad 4-26,L1576868,iPAD,APPLE,,L3R4G,F4-03,0,,Operational,No,,Leasing,,0,0
cmp66oaaf00c52jo2oefrib2t,Ipad 4-27,L12645786,iPAD,APPLE,,NR607V,F4-03,0,,Operational,No,,Leasing,,0,0
cmp66oaaf00c62jo26sghmbwr,Ipad 4-28,L1534543,iPAD,APPLE,,Q546H,F4-03,0,,Operational,No,,Leasing,,0,0
cmp66oaaf00c72jo22o8yr5g8,Ipad 4-29,L12346878,iPAD,APPLE,,Y3R6G,F4-03,0,,Operational,No,,Leasing,,0,0
cmp66oaaf00c82jo231ihyzug,Ipad 4-30,L13454358,iPAD,APPLE,,CXM5F,F4-03,0,,Operational,No,,Leasing,,0,0
cmp66oaaf00c92jo2la8sdddj,Ipad 4-31,L132345243,iPAD,APPLE,,QGVM,F4-03,0,,Operational,No,,Leasing,,0,0
cmp66oaaf00ca2jo2hpvct5eu,Ipad 4-32,L1576868,iPAD,APPLE,,WWKH,F4-03,0,,Operational,No,,Leasing,,0,0
cmp66oaaf00cb2jo27qxzajkk,Ipad 4-33,L12645786,iPAD,APPLE,,L3R4G,F4-03,0,,Operational,No,,Leasing,,0,0
cmp66oaaf00bc2jo23uzmt1nq,Ipad 4-34,L12346878,iPAD,APPLE,,NR607V,F4-03,0,,Operational,No,,Leasing,,0,0
cmp66oaaf00cc2jo2r92c3imp,Ipad 4-35,L13454358,iPAD,APPLE,,Q546H,F4-03,0,,Operational,No,,Leasing,,0,0
cmp66oaaf00bd2jo2ocqexcf4,Ipad 4-36,L132345243,iPAD,APPLE,,Y3R6G,F4-03,0,,Operational,No,,Leasing,,0,0
cmp66oaaf00be2jo24gfv0df2,Ipad 4-37,L12346878,iPAD,APPLE,,CXM5F,F4-03,0,,Operational,No,,Leasing,,0,0
cmp66oaaf00bf2jo2l1oh1ozz,Ipad 4-38,L13454358,iPAD,APPLE,,QGVM,F4-03,0,,Operational,No,,Leasing,,0,0
cmp66oaaf00bg2jo2whhpcsa2,Ipad 4-39,L132345243,iPAD,APPLE,,WWKH,F4-03,0,,Operational,No,,Leasing,,0,0
cmp66oaaf00bh2jo20go8o79m,Ipad 4-40,L1576868,iPAD,APPLE,,L3R4G,F4-03,0,,Operational,No,,Leasing,,0,0
cmp66oaad00572jo20zay0t2v,C Spare,,Projector,Casio,XJ-V10X,X8cccccc53,Meeting Room 4,,,Operational,No,,,,0,0
cmp66oaad005d2jo2xerbgubq,DMPS-HD03,0054-000204,Portable HD,HP,PX3100,X8cccccc54,Custody,,,Operational,Yes,,,,0,0
cmp66oaad005e2jo2w64ismbi,DMPS-HD05,0054-000193,Portable HD,HP,PX3100,X8cccccc55,Custody,,,Operational,Yes,,,,0,0
cmp66oaad005f2jo2ixw3wt2b,DMPS-HD06,0054-000211,Portable HD,HP,PX3100,X8cccccc56,etacher g,,,Operational,Yes,,,,0,0
cmp66oaad005g2jo2p9p9v2q3,DMPS-HD08,0054-000325,Portable HD,HP,PX3100,X8cccccc57,teacher 7,,,Operational,Yes,,,,0,0
cmp66oaad005h2jo23zfz5ccb,DMPS-HD09,0054-000252,Portable HD,HP,PX3100,X8cccccc58,teacher 8,,,Operational,Yes,,,,0,0
cmp66oaad005i2jo2nl0p6nrc,DMPS-HD10,0054-000215,Portable HD,HP,PX3100,X8cccccc59,etcahsds7,,,Operational,Yes,,,,0,0
cmp66oaad005j2jo21mq9b2w2,DMPS-HD11,0054-000284,Portable HD,HP,PX3100,X8cccccc60,Custody,,,Operational,Yes,,,,0,0
cmp66oaad005k2jo202f088sv,DMPS-HD13,0054-000319,Portable HD,HP,PX3100,X8cccccc61,etacher 9,,,Operational,Yes,,,,0,0
cmp66oaad005l2jo207amf3fh,DMPS-HD14,0054-000175,Portable HD,HP,PX3100,X8cccccc62,tecahssdg,,,Operational,Yes,,,,0,0
cmp66oaad005m2jo24v6eqz08,DMPS-HD15,0054-000171,Portable HD,HP,PX3100,X8cccccc63,tecaher 1,,,Operational,Yes,,,,0,0
cmp66oaad005n2jo21vc5c1ht,DMPS-HD16,0054-000172,Portable HD,HP,PX3100,X8cccccc64,Custody,,,Operational,Yes,,,,0,0
cmp66oaad005o2jo2783yg3we,DMPS-HD18,0054-000176,Portable HD,HP,PX3100,X8cccccc65,etacher 17,,,Operational,Yes,,,,0,0
cmp66oaad005p2jo2lsdun2le,DMPS-HD19,0054-000209,Portable HD,HP,PX3100,X8cccccc66,etcaherr 09,,,Operational,Yes,,,,0,0
cmp66oaad005q2jo277cvgnll,DMPS-HD20,0054-000314,Portable HD,HP,PX3100,X8cccccc67,Custody,,,Operational,Yes,,,,0,0
cmp66oaad005u2jo2qp1bsau0,DMPS-HD25,0054-000169,Portable HD,HP,PX3100,X8cccccc68,Custody,,,Operational,Yes,,,,0,0
cmp66oaad005v2jo2hgufj660,DMPS-HD26,0054-000231,Portable HD,HP,PX3100,X8cccccc69,Custody,,,Operational,Yes,,,,0,0
cmp66oaad005w2jo2b2fm1i8i,DMPS-HD27,0054-000332,Portable HD,HP,PX3100,X8cccccc70,Custody,,,Operational,Yes,,,,0,0
cmp66oaad005x2jo2yduznfla,DMPS-HD28,0054-000263,Portable HD,HP,PX3100,X8cccccc71,Custody,,,Operational,Yes,,,,0,0
cmp66oaad005y2jo25bvhm09k,DMPS-HD29,0054-000296,Portable HD,HP,PX3100,X8cccccc72,teacher y,,,Operational,Yes,,,,0,0
cmp66oaad005z2jo2r9akq8au,DMPS-HD30,0054-000251,Portable HD,HP,PX3100,X8cccccc73,Custody,,,Operational,Yes,,,,0,0
cmp66oaad00602jo21cqk8wzu,DMPS-HD31,0054-000230,Portable HD,HP,PX3100,X8cccccc74,Custody,,,Operational,Yes,,,,0,0
cmp66oaad00612jo2fltakzni,DMPS-HD32,0054-000299,Portable HD,HP,PX3100,X8cccccc75,Custody,,,Operational,Yes,,,,0,0
cmp66oaad00622jo2cxilr7sv,DMPS-HD33,0054-000333,Portable HD,HP,PX3100,X8cccccc76,Custody,,,Operational,Yes,,,,0,0
cmp66oaad00632jo2938kvdgp,DMPS-HD34,0054-000199,Portable HD,HP,PX3100,X8cccccc77,Custody,,,Operational,Yes,,,,0,0
cmp66oaad00642jo2aslucndg,DMPS-HD35,0054-000257,Portable HD,HP,PX3100,X8cccccc78,Custody,,,Operational,Yes,,,,0,0
cmp66oaad00652jo27r5lxudk,DMPS-HD36,0054-000320,Portable HD,HP,PX3100,X8cccccc79,Custody,,,Operational,Yes,,,,0,0
cmp66oaad00662jo2hmtz7wgb,DMPS-HD37,0054-000290,Portable HD,HP,PX3100,X8cccccc80,Custody,,,Operational,Yes,,,,0,0
cmp66oaad00672jo24g9kldh5,DMPS-HD38,0054-000297,Portable HD,HP,PX3100,X8cccccc81,Custody,,,Operational,Yes,,,,0,0
cmp66oaad00682jo2cxn8uabo,DMPS-HD39,0054-000223,Portable HD,HP,PX3100,X8cccccc82,Custody,,,Operational,Yes,,,,0,0
cmp66oaad00692jo29vohz6le,DMPS-HD40,0054-000286,Portable HD,HP,PX3100,X8cccccc83,Custody,,,Operational,Yes,,,,0,0
cmp66oaad006a2jo2dopldm4j,DMPS-HD41,0054-000192,Portable HD,HP,PX3100,X8cccccc84,Custody,,,Operational,Yes,,,,0,0
cmp66oaad006b2jo2oqj91n4g,DMPS-HD42,0054-000227,Portable HD,HP,PX3100,X8cccccc85,Custody,,,Operational,Yes,,,,0,0
cmp66oaad006c2jo2bvp5mjuu,DMPS-HD43,0054-000281,Portable HD,HP,PX3100,X8cccccc86,Custody,,,Operational,Yes,,,,0,0
cmp66oaad006d2jo2jqne5zkn,DMPS-HD44,0054-000255,Portable HD,HP,PX3100,X8cccccc87,Custody,,,Operational,Yes,,,,0,0
cmp66oaad006e2jo269fyaghs,DMPS-HD45,0054-000262,Portable HD,HP,PX3100,X8cccccc88,Custody,,,Operational,Yes,,,,0,0
cmp66oaad006f2jo2jze4tjhr,DMPS-HD46,0054-000238,Portable HD,HP,PX3100,X8cccccc89,Custody,,,Operational,Yes,,,,0,0
cmp66oaad006g2jo29okyktvu,DMPS-HD47,0054-000235,Portable HD,HP,PX3100,8CY448xxxx,Custody,,,Operational,Yes,,,,0,0
cmp66oaad006h2jo2pluxr5p0,DMPS-HD48,0054-000318,Portable HD,HP,PX3100,8CY448xxxx,Custody,,,Operational,Yes,,,,0,0
cmp66oaad006i2jo2q7sjfpsj,DMPS-HD49,0054-000256,Portable HD,HP,PX3100,8CY448xxxx,Custody,,,Operational,Yes,,,,0,0
cmp66oaad006j2jo2pak1bshb,DMPS-HD51,0054-000248,Portable HD,HP,PX3100,8CY448xxxx,Custody,,,Operational,Yes,,,,0,0
cmp66oaad006k2jo2f7sph6zh,DMPS-HD52,0054-000233,Portable HD,HP,PX3100,8CY448xxxx,Custody,,,Operational,Yes,,,,0,0
cmp66oaad006l2jo2sv0xwqba,DMPS-HD53,0054-000186,Portable HD,HP,PX3100,8CY448xxxx,Custody,,,Operational,Yes,,,,0,0
cmp66oaad006m2jo2fdowo8tk,DMPS-HD54,0054-000185,Portable HD,HP,PX3100,8CY448xxxx,Custody,,,Operational,Yes,,,,0,0
cmp66oaad006n2jo2f1prit8y,DMPS-HD55,0054-000244,Portable HD,HP,PX3100,8CY448xxxx,Custody,,,Operational,Yes,,,,0,0
cmp66oaad006o2jo2eo7fy50g,DMPS-HD56,0054-000222,Portable HD,HP,PX3100,8CY448xxxx,Custody,,,Operational,Yes,,,,0,0
cmp66oaad006p2jo2x7udonu1,DMPS-HD59,0054-000249,Portable HD,HP,PX3100,8CY448xxxx,Custody,,,Operational,Yes,,,,0,0
cmp66oaad006q2jo2u9mtco1j,DMPS-HD77,0054-000254,Portable HD,HP,PX3100,8CY448xxxx,Custody,,,Operational,Yes,,,,0,0
cmp66oaad006r2jo24nnu2wj3,DMPS-HD81,0054-000309,Portable HD,HP,PX3100,8CY448xxxx,Custody,,,Operational,Yes,,,,0,0
cmp66oaad006s2jo271ue02nt,DMPS-HD83,0054-000295,Portable HD,HP,PX3100,8CY448xxxx,Custody,,,Operational,Yes,,,,0,0
cmp66oaad006t2jo22dlwwjnd,DMPS-HD91,0054-000177,Portable HD,HP,PX3100,8CY448xxxx,Custody,,,Operational,Yes,,,,0,0
cmp66oaad006u2jo2rfnp1t50,DMPS-HD93,0054-000272,Portable HD,HP,PX3100,8CY448xxxx,Custody,,,Operational,Yes,,,,0,0
cmp66oaal00pj2jo2h4eavh9p,DSLR1,0001-001015,CAMERA,CANON,EOS 650D,38051004602,CUSTODY,1200,,Operational,Yes,,,,0,0
cmp66oaal00pi2jo23oigcha6,DSLR2,0001-000545,CAMERA,CANON,EOS,2150584328,CUSTODY,1100,,Operational,Yes,,,,0,0
cmp66oaal00pk2jo2orpwmri0,DSLR3,0001-000760,CAMERA,CANON,EOS 700D,78031010017,CUSTODY,900,,Operational,Yes,,,,0,0
cmp66oaal00pm2jo2zjrqln0z,DSLR4,0001-001013,CAMERA,NIKON,D5300,6732909,CUSTODY,500,,Operational,Yes,,,,0,0
cmp66oaal00pn2jo22dmjmbqs,DSLR5,0001-001012,CAMERA,NIKON,D40,8039906,CUSTODY,603,,Operational,Yes,,,,0,0
cmp66oaae008z2jo2c3zf9uqe,E2-01 Cart,0000-001046,Mobile Charging Cart,AV Logic,AVL-QP-R40TB,QP2023xasaxs36,Cart E2-01,3000,12/2/2024,Operational,No,,,,0,3
cmp66oaal00pg2jo2nd6v45wn,GO1,,CAMERA,GOPRO,HERO 3+,X8cccccc56,CUSTODY,550,,Operational,Yes,,,,0,0
cmp66oaal00ph2jo20m605hla,GO2,,CAMERA,GOPRO,HERO 3+,X8cccccc57,CUSTODY,550,,Operational,Yes,,,,0,0
cmp66oaae007y2jo23rk0xew0,E3-04 Cart,0000-000922,Mobile Charging Cart,ERGOTRON,N31508,1252670-asxas,Cart E3-04,700,,Operational,No,,,,0,0
cmp66oaag00di2jo2po6l387e,E4-03 Cart,L00094316,Mobile Charging Cart,V-lab,V-Lab 40,asxqwd,E4-03,0,,Operational,No,,Leasing,iPad Cart 3,0,0
cmp66oaad006x2jo2nrgjhp4y,ECPS-HD01,0054-000202,Portable HD,HP,PX3100,8CY448xxxx,Custody,,,Operational,Yes,,,,0,0
cmp66oaad006y2jo2q83vvl2z,ECPS-HD02,0054-000191,Portable HD,HP,PX3100,8CY448xxxx,Custody,,,Operational,Yes,,,,0,0
cmp66oaad006z2jo2869q0qb3,ECPS-HD03,0054-000239,Portable HD,HP,PX3100,8CY448xxxx,Custody,,,Operational,Yes,,,,0,0
cmp66oaad00702jo2l8tufokt,ECPS-HD04,0054-000220,Portable HD,HP,PX3100,8CY448xxxx,Custody,,,Operational,Yes,,,,0,0
cmp66oaad00712jo2xpzpxsx6,ECPS-HD05,0054-000201,Portable HD,HP,PX3100,8CY448xxxx,Custody,,,Operational,Yes,,,,0,0
cmp66oaad00722jo2vlfynylz,ECPS-HD06,0054-000179,Portable HD,HP,PX3100,8CY448xxxx,Custody,,,Operational,Yes,,,,0,0
cmp66oaad00732jo2twihin7k,ECPS-HD08,0054-000313,Portable HD,HP,PX3100,8CY448xxxx,Custody,,,Operational,Yes,,,,0,0
cmp66oaad00742jo2v3vg2jmh,ECPS-HD09,0054-000178,Portable HD,HP,PX3100,8CY448xxxx,Custody,,,Operational,Yes,,,,0,0
cmp66oaad00752jo20n6uzm5e,ECPS-HD10,0054-000278,Portable HD,HP,PX3100,8CY448xxxx,Custody,,,Operational,Yes,,,,0,0
cmp66oaad00762jo24s580i8u,ECPS-HD11,0054-000213,Portable HD,HP,PX3100,8CY448xxxx,Custody,,,Operational,Yes,,,,0,0
cmp66oaad00772jo2pmtbkr2m,ECPS-HD12,0054-000198,Portable HD,HP,PX3100,8CY448xxxx,Custody,,,Operational,Yes,,,,0,0
cmp66oaad00782jo2rvwiggon,ECPS-HD14,0054-000216,Portable HD,HP,PX3100,8CY448xxxx,Custody,,,Operational,Yes,,,,0,0
cmp66oaad00792jo2y7zv9n5j,ECPS-HD15,0054-000234,Portable HD,HP,PX3100,8CY448xxxx,Custody,,,Operational,Yes,,,,0,0
cmp66oaad007a2jo2xqt4zcjl,ECPS-HD16,0054-000273,Portable HD,HP,PX3100,8CY448xxxx,Custody,,,Operational,Yes,,,,0,0
cmp66oaad007b2jo2syrrlh1f,ECPS-HD17,0054-000228,Portable HD,HP,PX3100,8CY448xxxx,Custody,,,Operational,Yes,,,,0,0
cmp66oaad007c2jo2fvdm6ia0,ECPS-HD18,0054-000323,Portable HD,HP,PX3100,8CY448xxxx,Custody,,,Operational,Yes,,,,0,0
cmp66oaad007d2jo2aocp01ns,ECPS-HD19,0054-000329,Portable HD,HP,PX3100,8CY448xxxx,Custody,,,Operational,Yes,,,,0,0
cmp66oaad007e2jo2ipydx7m1,ECPS-HD20,0054-000229,Portable HD,HP,PX3100,8CY448xxxx,Custody,,,Operational,Yes,,,,0,0
cmp66oaad007f2jo2t3inoe7g,ECPS-HD21,0054-000168,Portable HD,HP,PX3100,8CY448xxxx,Custody,,,Operational,Yes,,,,0,0
cmp66oaad007g2jo28ygyu6ox,ECPS-HD22,0054-000311,Portable HD,HP,PX3100,8CY448xxxx,Custody,,,Operational,Yes,,,,0,0
cmp66oaad007h2jo2u5vpk7gp,ECPS-HD23,0054-000218,Portable HD,HP,PX3100,8CY448xxxx,Custody,,,Operational,Yes,,,,0,0
cmp66oaad007i2jo2so8ejam3,ECPS-HD24,0054-000334,Portable HD,HP,PX3100,8CY448xxxx,Custody,,,Operational,Yes,,,,0,0
cmp66oaad007j2jo2eqjbdsc9,ECPS-HD25,0054-000317,Portable HD,HP,PX3100,8CY448xxxx,Custody,,,Operational,Yes,,,,0,0
